ID,Question,Answer
233,Describa la metodología utilizada para la elaboración del Manual de Gestión del CNDTCG.,"La metodología utilizada para la elaboración del Manual de Gestión del CNDTCG se realizó conforme a las indicaciones establecidas en el ""Manual Metodológico para la Construcción de un Manual de Gestión en la Dirección de Desarrollo de Servicios de Salud"", versión vigente, para asegurar la estandarización, coherencia técnica y alineación con la normativa institucional de la CCSS. El proceso se desarrolló bajo un enfoque participativo y técnico que incluyó: revisión documental de antecedentes institucionales del CNDTCG, incluyendo normativa vigente, manuales organizacionales, planes estratégicos, modelos de atención y documentos de planificación institucional; análisis de estructura organizativa propuesta para el centro, incluyendo sus áreas funcionales, programas clínicos y servicios de soporte; consulta con actores clave mediante sesiones técnicas de trabajo con personal del CNDTCG y otras áreas involucradas; síntesis y sistematización técnica para organizar la información bajo los apartados requeridos; validación técnica preliminar con revisión por parte de las instancias responsables; y como etapa final, el manual fue sometido a una validación técnica utilizando el método DELPHI modificada, un método estructurado de consenso entre expertos institucionales para garantizar la pertinencia, aplicabilidad y solidez técnica del documento."
234,Explique el rol del CNDTCG como coordinador nacional de los programas de tamizaje.,"El rol del CNDTCG como coordinador nacional de los programas de tamizaje de cáncer gástrico y colorrectal implica una doble función: como ente ejecutor directo de actividades asistenciales especializadas y como ente coordinador de la red institucional. En este rol, el CNDTCG debe integrar y articular progresivamente la red de servicios de salud de la CCSS, asegurando la implementación estandarizada de estrategias de captación, diagnóstico, tratamiento y seguimiento en todo el país. Esta función incluye: la captación estructurada de la población objetivo utilizando mecanismos de invitación establecidos y haciendo uso de la adscripción generada desde el primer nivel de atención; la coordinación de cupos con servicios de Diagnóstico por Imágenes y Laboratorios Clínicos para la realización de pruebas diagnósticas; la programación de usuarios para exámenes diagnósticos conforme a la capacidad instalada; la coordinación de campañas de promoción con la Dirección de Comunicación Organizacional; el monitoreo periódico de indicadores clave del primer y segundo nivel de atención para asegurar la adherencia al protocolo y la calidad del proceso; y la supervisión de procesos de referencia y contra-referencia para asegurar la continuidad del cuidado en todos los niveles de atención."
235,Describa las funciones del área de Planificación y Mejora Continua en el CNDTCG.,"El área de Planificación y Mejora Continua en el CNDTCG tiene como función principal liderar los procesos de planificación operativa, seguimiento de resultados, evaluación del desempeño de los programas y promoción de la calidad. Entre sus funciones específicas se encuentran: la elaboración, revisión y actualización del Plan Anual Operativo, así como el acompañamiento técnico a las distintas unidades funcionales y programas para garantizar la formulación de metas claras, medibles y pertinentes; el seguimiento sistemático de los indicadores clínicos, administrativos e institucionales; la elaboración de informes técnicos que respaldan la toma de decisiones; el liderazgo de procesos de mejora continua mediante metodologías de gestión de la calidad, análisis de brechas, auditorías técnicas y formulación de acciones correctivas; la implementación de herramientas de análisis avanzado de datos incluyendo Big Data, Minería de Datos e Inteligencia de Negocios (BI) para detectar patrones, predecir comportamientos y fortalecer la toma de decisiones estratégicas; la coordinación de procesos de costeo de servicios para sustentar decisiones presupuestarias; el monitoreo continuo de la demanda de servicios para identificar necesidades emergentes y cuellos de botella; y la formulación de requerimientos técnicos para la gestión oportuna de recursos humanos, materiales, tecnológicos y de infraestructura."
236,Explique qué es la Resección Submucosa Endoscópica (ESD) y su importancia en el tratamiento del cáncer gastrointestinal.,"La Resección Submucosa Endoscópica (ESD) es una técnica endoscópica avanzada que permite resecar lesiones gastrointestinales en bloque con precisión, evitando cirugías mayores y constituyendo una alternativa terapéutica mínimamente invasiva para el tratamiento de lesiones precancerosas o neoplasias superficiales del tracto gastrointestinal, especialmente aquellas localizadas en el estómago o el colon. Este procedimiento permite la resección en bloque de lesiones que por su localización, tamaño o características histológicas no pueden ser tratadas mediante técnicas convencionales de polipectomía. Su ejecución requiere alta especialización, equipamiento específico y una articulación estrecha entre el equipo de endoscopía, anestesiología, enfermería y recuperación. La ESD representa una herramienta clave dentro del modelo de atención del CNDTCG al permitir tratar lesiones tempranas de manera menos invasiva, con menor tiempo de recuperación y alto impacto en la calidad de vida de las personas usuarias, al tiempo que reduce la necesidad de intervenciones quirúrgicas mayores. La población atendida corresponde a personas evaluadas previamente en los programas de tamizaje que presentan lesiones seleccionadas como candidatas a tratamiento mediante esta técnica avanzada."
237,Describa el Programa de Cirugía Percutánea y sus beneficios para los pacientes.,"El Programa de Cirugía Percutánea del CNDTCG ofrece una alternativa terapéutica mínimamente invasiva para el abordaje de diversas patologías, mediante técnicas quirúrgicas realizadas a través de pequeñas incisiones y guiadas por imagen como ecografía, TAC o fluoroscopía. Este enfoque permite resolver condiciones clínicas de manera más segura, rápida y con menor impacto para la persona usuaria, al reducir el riesgo quirúrgico, el tiempo de recuperación y la necesidad de hospitalización. Aunque inicialmente su aplicación en el CNDTCG ha estado vinculada a patologías del tracto gastrointestinal y del sistema biliar, su alcance es mucho más amplio, permitiendo intervenir una variedad de condiciones clínicas que requieren drenajes, accesos terapéuticos, control de colecciones, biopsias u otras intervenciones guiadas por imagen, incluso fuera del sistema digestivo. Los beneficios para los pacientes incluyen: menor agresión quirúrgica, reducción de complicaciones, recuperación más rápida, menor estancia hospitalaria, menos dolor postoperatorio, cicatrices mínimas y posibilidad de realizarse en pacientes con alto riesgo quirúrgico que no serían candidatos a cirugía convencional. Las intervenciones son planificadas de forma interdisciplinaria y ejecutadas bajo protocolos estandarizados que garantizan la seguridad del procedimiento."
238,Explique el fundamento legal y la evolución histórica del CNDTCG.,"El fundamento legal del CNDTCG se basa en los acuerdos y disposiciones adoptados por la Junta Directiva de la CCSS, particularmente el Acuerdo de Junta Directiva adoptado en firme en la Sesión Ordinaria Nº 9414 del 5 de marzo de 2024, que autorizó la conformación del Centro Nacional de Detección Temprana de Cáncer Gastrointestinal como unidad funcional especializada de alcance nacional. La decisión se sustenta en consideraciones técnicas y epidemiológicas que demuestran la alta carga de la enfermedad asociada al cáncer gástrico y colorrectal en Costa Rica. En cuanto a su evolución histórica, el centro tiene sus raíces en 1995, cuando fue creado como proyecto piloto mediante convenio de cooperación entre la CCSS, la UCR y la JICA. En 2008 fue adscrito formalmente como servicio hospitalario del Hospital Dr. Maximiliano Peralta Jiménez. En 2017 se avalaron programas técnicos clave como el Tamizaje de Cáncer Colorrectal. Entre 2019 y 2021 se implementaron mejoras organizativas que reforzaron la detección temprana. A partir de 2021 se inició el traslado institucional hacia la Dirección de Centros Especializados, culminando en marzo de 2024 con la creación oficial del CNDTCG como centro nacional con unidad programática propia y estructura funcional avalada."
239,Describa los diagnósticos nosológicos que atiende el CNDTCG según la clasificación CIE-10.,"El CNDTCG brinda atención clínica y diagnóstica orientada a la detección, tratamiento y seguimiento de patologías del tracto gastrointestinal, basada en la clasificación técnica CIE-10. Los principales diagnósticos incluyen: cáncer de estómago (C16.0-C16.9) que abarca tumores malignos de los cardias, fundus gástrico, cuerpo del estómago, antro pilórico, piloro, curvaturas menor y mayor y sitios contiguos; cáncer colorrectal (C18.0-C18.9) que incluye tumores del ciego, apéndice, colon ascendente, ángulo hepático, colon transverso, ángulo esplénico, colon descendente, colon sigmoide y sitios contiguos; cáncer de la unión rectosigmoidea (C19) y de recto (C20); lesiones gástricas precancerosas (D00.2); adenomas colorrectales avanzados (D12.6); pólipos gástricos (D13.1); tumores subepiteliales del tracto digestivo (D13.2); sospecha de tumores pancreáticos (D13.6); gastritis crónica atrófica (K29.4); abscesos hepáticos (K75.0); coledocolitiasis (K80.5); colecistitis (K81.0); colangitis (K83.0); sangrado digestivo (K92.2); y recurrencias postquirúrgicas digestivas (T81.4). Estos diagnósticos constituyen la base clínica sobre la cual operan los distintos programas técnicos del centro."
240,Explique la importancia del ultrasonido endoscópico en el diagnóstico del cáncer gastrointestinal.,"El ultrasonido endoscópico (USE) constituye una herramienta diagnóstica y terapéutica de alta especialización que combina la tecnología de la endoscopía con la ecografía de alta resolución, permitiendo visualizar y evaluar en profundidad las capas de la pared gastrointestinal y las estructuras adyacentes desde el interior del tracto digestivo. Su importancia en el diagnóstico del cáncer gastrointestinal radica en que permite: la estadificación loco-regional de tumores determinando la profundidad de invasión tumoral (estadio T) y la afectación de ganglios linfáticos regionales (estadio N); la evaluación de lesiones subepiteliales identificando su capa de origen y características que sugieren malignidad; la visualización del sistema pancreatobiliar para detectar neoplasias, litiasis o estenosis; la guía de procedimientos diagnósticos como biopsias por aspiración con aguja fina para obtener muestras de lesiones sospechosas; y la planificación de abordajes quirúrgicos y terapéuticos complejos. El programa está dirigido a personas con lesiones sospechosas detectadas en los programas de tamizaje u otras rutas clínicas que requieren evaluación precisa de la extensión, localización y características de dichas lesiones, y se realiza bajo sedación o anestesia en condiciones controladas."
241,Describa el Programa de Patología Biliar y los procedimientos que incluye.,"El Programa de Patología Biliar del CNDTCG tiene como propósito brindar un abordaje integral, oportuno y resolutivo a pacientes con enfermedades complejas del árbol biliar, mediante una combinación de herramientas clínicas, diagnósticas, quirúrgicas y endoscópicas. Los procedimientos que incluye son: la colangiopancreatografía retrógrada endoscópica (CPRE), que permite visualizar y tratar patologías del sistema biliar; drenajes biliares para aliviar obstrucciones; extracción de cálculos biliares; colocación de prótesis biliares; esfinterotomías; y otras intervenciones endoscópicas y quirúrgicas del sistema biliar. La población atendida es priorizada con base en criterios clínicos, hallazgos previos y derivaciones desde los distintos niveles de atención, especialmente en casos que requieren abordaje especializado y multidisciplinario. El programa opera bajo un enfoque integral mediante procesos estandarizados y rutas clínicas definidas para la valoración, confirmación diagnóstica y tratamiento. Se articula con áreas como consulta externa, imagenología, endoscopía, sala de operaciones y recuperación. El flujo incluye valoración médica especializada, estudios complementarios, procedimientos terapéuticos y seguimiento clínico según evolución del paciente, permitiendo resolver con oportunidad casos complejos."
242,Explique la relación del CNDTCG con el mapa de procesos institucional de la CCSS.,"La operación del CNDTCG se encuentra alineada con el Mapa de Procesos Institucional de la CCSS, contribuyendo al cumplimiento de sus macroprocesos estratégicos, sustantivos y de apoyo. En su quehacer principal, el CNDTCG se inserta dentro del Macroproceso Sustantivo de Atención de la Salud, particularmente en las áreas de promoción de la salud, prevención secundaria, recuperación y rehabilitación, mediante la implementación de programas de tamizaje, diagnóstico temprano, tratamiento quirúrgico y seguimiento clínico. Además, mantiene articulación funcional con los Macroprocesos Estratégicos en aspectos de gestión de salud, planificación estratégica, aseguramiento de la calidad asistencial y fortalecimiento de la investigación en salud. Para el soporte de su operación, el CNDTCG depende de los Macroprocesos de Apoyo en áreas de gestión de talento humano, abastecimiento de insumos médicos y materiales, mantenimiento y gestión de infraestructura hospitalaria, soporte tecnológico e informático (expediente digital, imagenología, bases de datos), y apoyo administrativo y financiero. Esta interrelación asegura la integración del CNDTCG dentro de la Red de Servicios de Salud, facilitando la continuidad del cuidado y la optimización de recursos."
243,Describa la oferta de servicios del CNDTCG más allá de los programas de tamizaje.,"La oferta de servicios del CNDTCG más allá de los programas de tamizaje incluye una gama de servicios clínicos, diagnósticos, quirúrgicos, técnicos, de formación y apoyo, enfocados en la detección temprana, tratamiento oportuno y seguimiento de patologías del tracto gastrointestinal. Estos servicios incluyen: el Programa de Patología Biliar, que brinda abordaje integral a enfermedades complejas del árbol biliar mediante CPRE, drenajes biliares y extracción de cálculos; el Programa de Resección Submucosa Endoscópica (ESD), que permite la resección en bloque de lesiones precancerosas o neoplasias superficiales; el Programa de Cirugía Mayor, que ofrece tratamiento quirúrgico especializado a personas con lesiones que requieren intervención quirúrgica mayor; el Programa de Cirugía Percutánea, que ofrece alternativa terapéutica mínimamente invasiva mediante técnicas guiadas por imagen; el Programa de Ultrasonido Endoscópico, para evaluación avanzada de lesiones y estadificación; y el Programa de Endoscopía Diagnóstica y de Control, para confirmación diagnóstica y seguimiento de lesiones. Además, el CNDTCG ofrece servicios de docencia y formación continua, investigación científica y apoyo técnico a la red institucional."
244,Explique el rol del Anestesiólogo en los procedimientos del CNDTCG.,"El Anestesiólogo en el CNDTCG es responsable de la evaluación, administración y monitoreo de la anestesia en los procedimientos diagnósticos y terapéuticos, garantizando la seguridad, estabilidad clínica y bienestar de las personas usuarias. Su intervención es esencial en procedimientos de endoscopía de alta complejidad, cirugía ambulatoria, resección submucosa endoscópica (ESD), cirugía percutánea, cirugía mayor y colangiopancreatografía retrógrada endoscópica (CPRE), los cuales requieren sedación profunda o anestesia general según el tipo de abordaje y condiciones clínicas del paciente. Durante la CPRE, el Anestesiólogo cumple un rol determinante en el manejo de la vía aérea, el control hemodinámico y la sedación sostenida del paciente, dado que se trata de un procedimiento prolongado con potencial de complicaciones que demanda vigilancia continua y toma de decisiones rápida ante eventos adversos. El Anestesiólogo también contribuye en procesos de capacitación del personal asistencial sobre técnicas de sedación segura, uso de equipos de monitoreo, control de eventos adversos y estándares de seguridad anestésica, y participa en proyectos de investigación clínica relacionados con anestesia ambulatoria, recuperación acelerada y optimización de tiempos quirúrgicos."
245,Describa las funciones del Técnico en Endoscopía en el CNDTCG.,"El Técnico en Gastroenterología del CNDTCG es el encargado de brindar soporte técnico especializado en la realización de procedimientos endoscópicos diagnósticos y terapéuticos, en coordinación con el personal médico y de enfermería. Su rol es esencial para el funcionamiento fluido de las unidades de endoscopía alta, baja y avanzada, donde se llevan a cabo procedimientos clave como gastroscopías, colonoscopías, polipectomías, ESD, colocación de prótesis, dilataciones, extracción de cuerpos extraños y CPRE. Entre sus funciones se encuentra la preparación, verificación y mantenimiento del equipamiento endoscópico, asegurando que los equipos, accesorios y sistemas de video estén en óptimas condiciones para cada procedimiento. Asiste directamente al endoscopista durante la realización de los estudios, colaborando en el manejo del equipo, la toma de muestras, la succión, irrigación, aplicación de instrumentos auxiliares y el monitoreo básico del paciente. Es responsable también de la limpieza, desinfección de alto nivel y resguardo del instrumental según protocolos de control de infecciones. Participa en la gestión de insumos técnicos, elaboración de listas de verificación y mantenimiento preventivo de los equipos, y orienta al usuario sobre el proceso al que será sometido con un enfoque respetuoso y centrado en el bienestar del paciente."
246,Explique la importancia de la Unidad de Investigación en Salud (UIS) para el CNDTCG.,"La Unidad de Investigación en Salud (UIS) del CNDTCG es responsable de liderar el diseño, ejecución y gestión de los procesos de investigación científica desarrollados en el centro, con el fin de generar evidencia útil para fortalecer la toma de decisiones clínicas, administrativas y estratégicas. La importancia de la UIS radica en que formula líneas de investigación orientadas a los principales ejes de acción del centro como el tamizaje poblacional, el diagnóstico temprano, la calidad del proceso asistencial, la eficiencia en el uso de recursos y los desenlaces clínicos de las intervenciones. La UIS elabora protocolos, obtiene avales institucionales y éticos, gestiona bases de datos y asegura la calidad de la información recolectada. Coordina con servicios clínicos y administrativos para facilitar el desarrollo de estudios, así como con instancias externas como universidades, centros de investigación y redes internacionales. También es responsable de fomentar la cultura investigativa mediante actividades de capacitación, asesoría metodológica, generación de publicaciones científicas y divulgación de resultados. Actúa en estrecha colaboración con las áreas de Planificación y Mejora Continua, Dirección General y Programas Técnicos, promoviendo que la investigación sea una herramienta clave para el aprendizaje institucional y la innovación en salud."
247,Describa el equipamiento tecnológico con que cuenta el CNDTCG para sus procedimientos.,"El CNDTCG dispone de un conjunto de equipos médicos y tecnológicos de alta especialización que respaldan la ejecución de procedimientos diagnósticos, terapéuticos y quirúrgicos con altos estándares de seguridad y calidad técnica. Entre los principales equipos se incluyen: torres de endoscopía de alta definición para procedimientos digestivos altos y bajos, con sistemas de visualización, iluminación, documentación y grabación digital; equipamiento para Resección Submucosa Endoscópica (ESD) que incluye cuchillos endoscópicos, inyectores submucosos, clips hemostáticos y unidades electroquirúrgicas; equipo de ultrasonido endoscópico (USE) para estadificación loco-regional, evaluación de lesiones subepiteliales y localización de estructuras profundas; equipo para Colangiopancreatografía Retrógrada Endoscópica (CPRE), incluyendo accesorios para drenaje biliar, esfinterotomías, extracción de cálculos y colocación de prótesis; fluoroscopio de alta resolución para procedimientos intervencionistas; equipo de tomografía (TAC) para estudios de estadificación oncológica y planificación quirúrgica; ultrasonido convencional para valoraciones clínicas y procedimientos guiados; monitores multiparámetros y bombas de infusión para sedación y recuperación; instrumental quirúrgico especializado para laparotomía, laparoscopía y cirugía percutánea; equipos de apoyo en recuperación y anestesia; y estaciones de trabajo y sistemas informáticos clínicos articulados con los sistemas institucionales de la CCSS."
248,Explique los indicadores de cobertura de población objetivo en los programas de tamizaje.,"Los indicadores de cobertura de población objetivo en los programas de tamizaje del CNDTCG miden el porcentaje de personas entre 50-74 años tamizadas respecto a la población estimada, calculado como (Número de personas tamizadas / Población objetivo entre 50-74 años) × 100. Estos indicadores se obtienen de fuentes como SIAC, SIES y Plataforma de Tamizaje, con periodicidad trimestral, y son responsabilidad de la Coordinación de Programa y el Área de Planificación. La importancia de estos indicadores radica en que permiten evaluar el alcance de los programas de tamizaje, identificar brechas en la cobertura poblacional, orientar estrategias para aumentar la participación de la población objetivo, y monitorear el progreso hacia las metas institucionales. La cobertura de población objetivo es especialmente relevante porque los programas de tamizaje están diseñados para detectar tempranamente lesiones premalignas y neoplasias, y una baja cobertura limita el impacto potencial de la estrategia en la reducción de la incidencia y mortalidad por cáncer gástrico y colorrectal. El seguimiento trimestral permite realizar ajustes oportunos en las estrategias de captación y promoción."
249,Describa la función del área de gestión de bases de datos en el CNDTCG.,"El área de gestión de bases de datos en el CNDTCG es responsable del diseño, mantenimiento, consolidación y análisis de los sistemas de información que contienen datos clínicos, administrativos y operativos generados por el centro. Su función es esencial para asegurar la disponibilidad, calidad y seguridad de la información que sustenta los procesos de toma de decisiones, evaluación de desempeño de los programas, planificación y mejora continua. Entre sus funciones se encuentra la creación y mantenimiento de bases de datos estructuradas que permitan almacenar y procesar la información recolectada en los distintos servicios como tamizaje, endoscopía, consulta externa, procedimientos diagnósticos y quirúrgicos, recuperación y seguimiento clínico. Asegura que los sistemas utilizados estén alineados con las necesidades técnicas del centro y con los estándares de interoperabilidad institucional. Es responsable de la validación, depuración y actualización de los datos ingresados, así como de la implementación de mecanismos de control de calidad de la información. Genera reportes periódicos e informes analíticos utilizados por la Dirección y otras unidades técnicas para monitorear indicadores clave y tomar decisiones estratégicas. Vela por la confidencialidad, seguridad y resguardo de la información, garantizando el cumplimiento de las normas institucionales y legales sobre protección de datos sensibles."
250,Explique el análisis FODA del CNDTCG y sus principales hallazgos.,"El análisis FODA del CNDTCG identifica como principales fortalezas: ser un centro especializado con enfoque nacional autorizado por la Junta Directiva, modelo clínico basado en tamizaje poblacional, personal altamente calificado en técnicas avanzadas, coordinación nacional de programas de tamizaje, capacidad instalada en sedación profunda con aval internacional SEED, integración funcional con servicios de apoyo y manual de gestión estructurado. Las debilidades incluyen: dependencia operativa de infraestructura ajena, limitada capacidad instalada para expansión simultánea, ausencia de tecnología para trazabilidad integral del paciente, carga operativa concentrada en pocos especialistas, procesos de referencia no estandarizados, limitado soporte administrativo especializado y falta de sistematización uniforme de protocolos. Las oportunidades son: inclusión en la Política Nacional de Cáncer, potencial de expansión a nuevos programas, alianzas académicas, implementación de sistemas de información robustos e interés creciente en tamizaje poblacional. Las amenazas incluyen: desigualdad regional en acceso a procedimientos, saturación de hospitales de referencia, dificultades presupuestarias, posibles fallos de articulación entre niveles de atención, resistencia al cambio organizacional y rotación de personal clave sin relevo oportuno."
251,Describa cómo se realiza la captación de pacientes en los programas de tamizaje.,"La captación de pacientes en los programas de tamizaje del CNDTCG es un proceso crítico para asegurar el éxito de los programas organizados. El CNDTCG es responsable de la captación estructurada de la población objetivo, para lo cual requiere acceso a los datos de la población adscrita con variables como nombre, apellidos, teléfonos, correo electrónico, provincia, cantón y distrito de residencia, así como el Área de Salud de adscripción, considerando la Ley de Protección de Datos Personales. La captación se realiza para invitar a los pacientes a realizarse un FIT y/o una SGD, y se repite cada dos años para asegurar seguimiento continuo. Se realiza por medio de invitación telefónica a través de centros de llamadas especializados, dado el volumen considerable de personas y los controles estrictos requeridos. Existen pérdidas en el proceso: no todas las personas pueden ser localizadas por diversas razones, y para lograr la participación de una cierta cantidad de personas se debe contactar al menos al triple de ellas, con al menos dos llamadas adicionales si no son localizados. Por ejemplo, para 67,136 personas en 2025, se requieren más de 200,000 gestiones, reflejando la criticidad de esta etapa."
252,Explique el rol del médico general asistente en los procedimientos del CNDTCG.,"El médico general asistente en el CNDTCG brinda apoyo clínico directo durante la realización de procedimientos endoscópicos diagnósticos y terapéuticos, así como en intervenciones quirúrgicas, en coordinación con el personal médico especialista, anestesiológico y de enfermería. Su rol es esencial en la atención segura de personas usuarias sometidas a procedimientos como gastroscopías, colonoscopías, CPRE, ESD, cirugía percutánea y cirugía mayor. Durante estas intervenciones, monitorea continuamente signos vitales y parámetros clínicos, asegurando estabilidad hemodinámica y ventilatoria. Está capacitado para manejar sedación por vía aérea, especialmente en casos que requieren sedación profunda. También evalúa la condición clínica previa del paciente, colabora en la preparación para el procedimiento, revisa antecedentes y verifica el consentimiento informado. Su participación continúa en la unidad de recuperación apoyando en la vigilancia clínica postoperatoria. Adicionalmente, coordina la programación de estudios de TAC, gestiona el flujo de biopsias, cumple funciones como gestor de referencias y participa en la presentación de indicadores de desempeño."
253,Describa los sistemas de información institucionales que utiliza el CNDTCG.,"El CNDTCG utiliza múltiples sistemas de información institucionales para su operación: el Expediente Digital Único en Salud (EDUS) como fuente oficial y legal de la información de las atenciones en salud de los pacientes; el Sistema de Identificación Agendas y Citas (SIAC) para la programación de procedimientos; el Sistema de Información de Estadísticas en Salud (SIES) para el registro y análisis de datos; el Sistema ARCA para el registro de procedimientos y resultados de laboratorio y patología; y bases de datos internas como FileMaker para gestión específica de programas. Estos sistemas permiten registrar, monitorear y analizar la información clínica, administrativa y operativa necesaria para la toma de decisiones y evaluación del desempeño. El acceso a estos sistemas debe garantizar la interoperabilidad entre módulos para asegurar la trazabilidad efectiva de los pacientes. La integración de estos sistemas es fundamental para el seguimiento de pacientes desde la invitación inicial hasta el tratamiento y seguimiento, permitiendo medir indicadores de desempeño, ausentismo, tiempos de espera y resultados clínicos."
254,Explique las herramientas de aplicabilidad del Manual de Gestión del CNDTCG.,"Las herramientas de aplicabilidad del Manual de Gestión del CNDTCG son instrumentos que facilitan la implementación práctica de las funciones, responsabilidades y procesos descritos. Estas incluyen: protocolos y procedimientos normalizados que definen el ""cómo hacer"" en cada programa, brindando instrucciones claras para la ejecución estandarizada de tareas críticas; documentos técnicos normativos complementarios como protocolos, criterios técnicos y manuales de procedimientos que operacionalizan la gestión; sistemas de información institucionales como SIES, SIAC, ARCA y FileMaker que permiten registrar, monitorear y analizar información; matrices de indicadores e instrumentos de evaluación que actúan como herramientas operativas de control y seguimiento; instancias de coordinación y supervisión como equipos de coordinación de programas y reuniones clínicas multidisciplinarias; y capacitación y formación interna que utiliza el manual como insumo base para actividades de inducción y actualización. Estas herramientas serán desarrolladas progresivamente conforme se consoliden procesos y se valide la experiencia operativa, fortaleciendo la estandarización, trazabilidad, eficiencia y calidad de las actividades del CNDTCG."
255,Describa los principales factores de riesgo modificables para cáncer colorrectal según la norma.,"Consumo de carnes rojas procesadas, dieta baja en fibra, obesidad, tabaco y alcohol."
256,Explique paso a paso el proceso de tamizaje para el cáncer colorrectal según el modelo del CNDTCG.,"El proceso de tamizaje para el cáncer colorrectal comienza con la invitación estructurada a la población objetivo de 50 a 74 años. El paciente se somete a una prueba FIT en un laboratorio clínico para detectar sangre oculta en heces, donde el microbiólogo y personal de apoyo realizan el análisis. Si el resultado es positivo, el paciente se somete a una colonoscopia, donde el endoscopista visualiza el colon y toma biopsias si es necesario, asistido por el técnico de endoscopia. Si se encuentran adenomas, se remueven inmediatamente. Los resultados de la biopsia determinan si se ha detectado cáncer o adenoma; en caso positivo, el paciente es referido para tratamiento."
257,Explique la importancia de la Unidad de Investigación en Salud (UIS) para el CNDTCG.,"La UIS lidera la investigación científica, formula líneas de investigación, gestiona bases de datos, coordina con universidades y fomenta la cultura investigativa para generar evidencia que oriente la toma de decisiones clínicas y de gestión."
258,Explique la metodología utilizada para la elaboración del Manual de Gestión del CNDTCG.,"La metodología para el Manual de Gestión se realizó conforme al ""Manual Metodológico para la Construcción de un Manual de Gestión en la Dirección de Desarrollo de Servicios de Salud"". Incluyó revisión documental de antecedentes institucionales, análisis de estructura organizativa, consulta con actores clave mediante sesiones técnicas, síntesis y sistematización técnica, validación técnica preliminar, y como etapa final, validación mediante método DELPHI modificada, un proceso estructurado de consenso entre expertos institucionales para garantizar pertinencia y solidez técnica."
259,"Explique los antecedentes históricos del CNDTCG desde su creación en 1995 hasta su formalización como centro nacional en 2024, destacando los hitos más relevantes en cada período.","El CNDTCG tiene sus raíces en 1995, cuando fue creado como un proyecto piloto mediante un convenio de cooperación entre la CCSS, la Universidad de Costa Rica (UCR) y la Agencia Japonesa de Cooperación Internacional (JICA), bajo el nombre de CDTC (Centro de Detección Temprana de Cáncer). En 2005, por acuerdo de Junta Directiva, el CDTC pasó a ser un servicio del Hospital Dr. Maximiliano Peralta Jiménez. En 2017 se dio la aprobación oficial del proyecto de Tamizaje de Cáncer Colorrectal, marcando un hito en la expansión de los programas. Entre 2019 y 2021 se implementaron mejoras organizativas que reforzaron la detección temprana y ampliaron el acceso diagnóstico. A partir de 2021 se inició el proceso de traslado institucional hacia la Dirección de Centros Especializados. Finalmente, en marzo de 2024, la Junta Directiva de la CCSS aprobó oficialmente la conformación del CNDTCG como centro nacional, dotándolo de la Unidad Programática 2806 y avalando su estructura funcional y operativa, consolidando así un modelo de atención integral para el cáncer gastrointestinal en Costa Rica."
260,Explique las funciones del área de Planificación y Mejora Continua en el CNDTCG.,"El área de Planificación y Mejora Continua lidera la planificación operativa, seguimiento de resultados y promoción de la calidad. Funciones específicas: elaboración del Plan Anual Operativo, seguimiento de indicadores, elaboración de informes técnicos, liderazgo de procesos de mejora continua con metodologías de gestión de calidad, implementación de herramientas de Big Data, Minería de Datos e Inteligencia de Negocios, coordinación de costeo de servicios, monitoreo de demanda de servicios y formulación de requerimientos técnicos para gestión de recursos humanos, materiales, tecnológicos e infraestructura."
261,Describa la técnica de Resección Submucosa Endoscópica (ESD) y sus beneficios.,"La Resección Submucosa Endoscópica (ESD) es una técnica endoscópica avanzada que permite resecar lesiones gastrointestinales en bloque con precisión, evitando cirugías mayores. Es una alternativa terapéutica mínimamente invasiva para lesiones precancerosas o neoplasias superficiales del tracto gastrointestinal, especialmente en estómago y colon. Permite resecar lesiones que no pueden tratarse con polipectomía convencional. Requiere alta especialización y equipamiento específico. Reduce el tiempo de recuperación y mejora la calidad de vida, disminuyendo la necesidad de cirugías mayores."
262,Explique en qué consiste el Programa de Cirugía Percutánea y sus ventajas para los pacientes.,"El Programa de Cirugía Percutánea ofrece una alternativa terapéutica mínimamente invasiva mediante técnicas quirúrgicas a través de pequeñas incisiones guiadas por imagen (ecografía, TAC o fluoroscopía). Permite resolver condiciones clínicas de manera más segura, rápida y con menor impacto. Sus beneficios incluyen menor agresión quirúrgica, reducción de complicaciones, recuperación más rápida, menor estancia hospitalaria, menos dolor postoperatorio, cicatrices mínimas, y posibilidad de realizarse en pacientes con alto riesgo quirúrgico. Las intervenciones son planificadas interdisciplinariamente y ejecutadas bajo protocolos estandarizados."
263,Describa el fundamento legal y la evolución histórica del CNDTCG.,El fundamento legal del CNDTCG se basa en el Acuerdo de Junta Directiva Nº 9414 del 5 de marzo de 2024. Evolución histórica: 1995 creación como proyecto piloto CCSS-UCR-JICA; 2008 adscripción al Hospital Dr. Maximiliano Peralta Jiménez; 2017 aval del Tamizaje de Cáncer Colorrectal; 2019-2021 mejoras organizativas; 2021 inicio de traslado a Dirección de Centros Especializados; marzo 2024 creación oficial como centro nacional con unidad programática propia y estructura funcional avalada.
